name,is_company,child_ids,user_id,street,zip,FAX,phone,email,comment,,,
"MOLTEGIMatriceria,S.A.L.",1,Sr.OscarBecares,Vanesa,"c,Vitorialanda,11",1010,945221403,945200536,moltegi@jet.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
MONDRAGONGOIESKOLAPOLITEKNIKOA,1,"PatxiAriztimuno,Iratxeagirre,Andoni,Endika,Mikel",Ander,"LoramendiKalea,4",20500,943791536,943794700ext.214,paristimuno@eps.mondragon.edu,egandarias@eps.mondragon.edu,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,
MSTCorporation,1,Mr.Tsutsumi,Eder,1738KitataharakomaNara630-0142,,,,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
NACHERMECANIZADOS,1,Sr.JuanRamonNacherBallester,Eder,"c)IslasCanarias,9P.I.FuentedelJarro2?Fase",46988,,961324956,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
NOFERImportacionesS.L.,1,Sr.FernandoGuio,Eder,"ValledelTormes2,Local37.(LasLomas)",28669,916331528,916325738,fguio@imponofer.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
NORICUMS.L,1,Sr.Iker,Vanesa,"c,BlascodeGaray,34-ESCALERA3B",28015,,,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"OSINTXUMECANIZADOS,S.L",1,"Sr.Javier,Sr.Raul,Sr.Mikel",Ander,"B?OSINTXU,s,n",20570,943765695,943760565,topac@topac.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
PERMESABERRIAS.L.L.,1,"Begona,Alfonso****,Fernando,JonZabala",Vanesa,"Pol.Ind.Igeltzera.
BarrikakoBidea,4",48610,946760107,946760061,jcm@permesaberria.es,sar@permesaberria.es,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",
PLASTICOSCASTELLA,1,"Sr.JuanGarcia,NeusSanz,AlbertoRovere",Antonio Lopez,"CaminoArenes,s,n",43500,977046629,977440492,nsanz@plasticoscastella.com,arovere@plasticoscastella.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,
PLASTINKAS.A.,1,"Sr.LuisEizagirre,JuanMari",Ander,"Etxezarretaindustrialdea,15-17",20749,943148042,943897238,matriceria@plastinka.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"PMGPolmetasa,S.A.U",1,"PatxiSalillas,Sr.Eloy**,Sr.MikelLasa*****",Ander,"UribarriEtorbidea,36",20500,943771392,943771212,psalillas@pmgsinter.com,mikel.lasa@pmgsinter.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,
"PrecisionMecanicaSalma,S.A.",1,Sr.Joan,Salma,"Ctra.DeLaPobla,221-PolInd.PlaRigat",8788,,938070612,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"ProductosdeDise?oeIngenieria,S.L.",1,Sr.LorenzoMateo,Ander,"c,LopedeIrigoyen12,Local8",20301,943618099,943666052,lorenzo@prodising.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"PROINYEC,S.L.",1,"Sr.Urtzi,Mariano,Eduardo",Vanesa,Pol.Ind.ErletxesPlataformaA0-Nave16-17,48960,946314371,946313537,o.tecnica@proinyec.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
RAIZE,1,"Sr.GorkaSorreluz,ModestoUnanue,IkerAzkune",Ander,Pol.Ind.ANARDI.Pab7-A,20730,943157975,943810407,raize@raize.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"RECYDE,S.A.",1,Sr.MiguelAngelRodriguez,Ander,Pol.Ind.Pagatza,20690,943789010,943788000,mrodriguez@cieautomotive.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
RECYDE.DivisionElectrodomesticos,1,Sr.JuanLuisAranzabal,Ander,Pol.Ind.Pagatza,20690,943788141,943788005,jlaranzabal@cieautomotive.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"Rega,MatriceriaS.L.",1,"Sr.JuanJoseArruti,Sr.Gorka,Sr.JuanBarro",Vanesa,Pol.Ind.Erletxes.PlataformaD-Nave8,48960,944563004,944563000,matrirega@infonegocio.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
RoscadosKobi,1,"Sr.Avelino,Sta.Juani",Vanesa,Pol.Ind.Eituan?26,48240,946225454,946824768,roscadoskobi@terra.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"ROTHENBERGER,S.APlantadeVitoria",1,Sr.Guinea,Vanesa,"Pol.Ind.DeBetono.C,Capelamendi,22",1015,,945121747,gartegi@rothenberger.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"ROTHENBERGER,S.APlantadeAbadiano",1,"Sr.JesusLadislao,JoseLuisMuniozguren",Vanesa,"Ctra.Durango-Elorrio,Km.2",48220,946210131,946210100,ingenieria@rothenberger.es,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,
ROYCERSuministrosIndustriales.S.L,1,Sr.RafaelCasero,Roycer,"c,MarcelinoOreja,n?9",48010,944214426,944104114,roycer@roycerindustrial.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SAGAR,SuministrosdeHerramientas",1,"Sr.RafaelGarciaDominguez,MariaJose",SAGAR,"C,JoseAlegreRubio,36",46183,961656111,962725083,rafael.garcia@sagarsl.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SanBlas,UtillajesTroqueles",1,Sr.Cecilio,Vanesa,"B?deEubas,n",48340,946733161,946300727,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SANMIGUEL,MecanizacionesS.L.",1,"Sta.Begona,Angel,Oscar,Jaione",Vanesa,"Pol.Ind.Berreteaga,12-A",48150,944710605,944531705,info@tgalindo.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SantaAnaDeBoluetaGrindingMediaS.A.,1,Sr.IgnacioAstola,Vanesa,"c,Telleria,1",48004,944597120,944112100,Ignacio.astola@sabo.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SARABIASuministrosIndustrial,1,Sr.ManuelSarabiaEzkerra,Sarabia,"C,PoetaMiguelHernandez,21",39610,942558033,942558699,sarabia@interbook.net,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SARRALLEEquiposSiderurgicosS.L.,1,Sr.JoseIgnacioSesma,Ander,B?Landeta,20730,943157290,943157088,sesma@sarralle.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SebastianSalazarSuministrosS.A.,1,Sr.SebastianSalazar,Eder,"C,SauPaulo,1UrbanizacionSebadal",35008,928462269,928467629,salazar@sebastiansalazar.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SIDENOR,1,"Sr.JoseMejuto,Sr.AngelZubia",Vanesa,Pol.Ind.Etxebarri,48970,944871621,944871792,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SISFLE,S.A.",1,"Sra.IreneMunitxa,Sr.Inigo",Ander,"Pol.Ind.Olaso.OlasoKalea,45",20870,943748196,943748040,sisfle@sisfle.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SISTEMASFERROVIARIOSJEZ,1,Sr.RobertoGortazarUrbieta,Vanesa,"c,Arantzar,s,n",1400,946720092,946721200,rgortazar@jez.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SISTEMODEL,S.L.",1,"Sr.AndresMiron,M?Angeles",Vanesa,Pol.Ind.Igeltzera.PabD-7,48610,944710241,946401229,andresm@sistemodel.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SKILFORS.L.,1,Sr.JesusAlejandre,Vanesa,"Pol.Ind.LezamaLegizamonC,B-17",48004,944401511,944261289,skilfor@skilfor.e.telefonica.net,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SOCOTALLERES,S.L.",1,"Sr.EduardoSantesteban,Eder",Ander,"Ctra.Zizur-Belascoain,Km.5",31190,948353112,948353065,t-soco@t-soco.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SPASA,IndustriaAeronautica",1,CarlosSanzTudanca*****,Vanesa,"Pol.Ind.Lacorzanilla,s,n",1211,945337176,945337030,carlos.sanz@aciturri.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SUMEC,S.L.",1,"Sr.JuanSterlich,Alexis",Eder,Pol.Ind.LasGuiserasPlazadelVaporN?7L.A,8915,933833750,933993015,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SuministrosIbaiondoS.L.,1,Sr.PedroAzkarate,Ibaiondo,"c,Perlabea,3-Arroyabe",1520,945299946,945299946,elurzu@hotmail.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
SuministrosJugarS.L.,1,Sr.SantiagoGarcia,Eder,"c,PinoCentral,50",41016,,954997139,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SuministrosSebastianSalazar,S.A.",1,Sr.SebastianSalazar,Eder,"C,SauPaulo,1UrbanizacionSebadal",35008,928462269,928467629,salazar@sebastiansalazar.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SuministrosTalleresFernandez,S.L.",1,"Sr.JavierFernandez,Sta.Maribel",Fernadez,"c,JoanotMartorell,31",8203,937121347,937116455,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"SUOJA,S.L.",1,"Sr.AntonioUyarra,Francisco,Javier,Oscar",SUOJA,"Pol.Ind.LaPortalada.C,Seron,31",26006,941240088,941258080,suoja@suministrosoja.com,javier@suministrosoja.com,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",
SWISSLAN,1,"Sr.Antxon,Sr.Angel",Ander,"PoligonoSigma
XiXilionN?4-Pabellon2",20870,943748866,943748866,antton@swisslan.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
T.T.E.SRL,1,,Eder,ViaSanRocco37,23868,,,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TallerSebastia&Josep,S.L.",1,,Antonio Lopez,"C,Calvari,s,n",43870,977704615,977704615,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TALLERESFELAS,S.A.",1,"Sr.FelipeVelar,Sr.Joseba****",Vanesa,"BarrioZabalondo,s,n",48100,946744050,946155844,administracion@felas.eu,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TalleresHILFA,S.L.",1,Sr.ManuelHernandezRayo,Vanesa,"BarriodeArteaga,12SanMiguel",48970,944260860,944493750,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TalleresMufer,S.L.",1,"Sr.JonFernandezBeitia,Sr.Aitor",Vanesa,PortuBidea12Pab4y5,48150,944710446,944530152,jon@mufercnc.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TalleresMu?oz,S.A.",1,"Sr.Ramon,Sr.Munoz,Sta.Gema",Ander,"Pol.Ind.Ondarria,s,n",31800,948563708,948562902,tamunoz@talleresmunoz.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
TALLERESRONTEGIS.COOP.,1,KARMELOLEKUE,Vanesa,"TRAVESIADELOSESPINOS,4",48014,944750529,944750529,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
TAMALSA,1,"Sr.FernadoSaiz,AnaVegas",Vanesa,"Pol.Ind.Ugarte,F1-B?Barrondo",48480,946713465,946711814,valvulas@pekos.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TAPEM,S.A.",1,"Sr.JoseLuisUrien,AitorAramburu,Martin****",Ander,"Pol.Ind.Pagatza,1-SailaA",20690,943768243,943789031,ofitec@tapem.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TECEIN,S.A.",1,Sr.CesarMenendezCimiano,Eder,"Pol.Ind.SanCristobalC,Topacio,4B-Nave,6",47012,983290201,983290011,c.menendez@tecein.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
TEFESASuministrosIndustriales,1,"Sr.AntonioTeruel,PabloRibera",Eder,"Avda.PerisyValero,46",46006,963738463,963746544,tefesa@sinix.net,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TMG,TalleresMecanicosGalicia",1,Sr.ManuelDerungs,"Losada, Representaciones.","Pol.Ind.RiodoPozoc,Ceramistas,Parcelas42-45",15672,981330974,981311573,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TOBE,S.L.",1,"Sr.JosuEtxabe,Sta.Eva",Ander,"c,Telleria,17-Pab.A3.Apdo.25",20570,943765299,943764041,tobe@euskalnet.net,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TOPACHammer,S.L.",1,"Sr.MikelGallastegi,Javier,Raul",Ander,"B?Osintxu,s,n",20570,943765695,943760565,topac@topac.es,r.sanchez@osintxu.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,
TORVIGOS.Industriales,1,Sr.SegundoCajideVal,Eder,"Pol.Ind.SeixinosBloq3,Nave7",36312,986482424,986493164,torvigo@torvigo.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
TRAMEBISA,1,"Sr.AlfredoViana,Sta.Leyre",Vanesa,"Pol.Ind.Torrelarragoitis,n",48170,944522733,944522833,tramebisa@tramebisa.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TROBIKAAUZOA,S.L.",1,Sr.PatxiMartin,Trobika,"Pol.Ind.Trobika.c,Etxatxu-Nave2",48100,946743765,946743734,patxmartin@hotmail.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TROMEJA,S.L.U.",1,Sr.JavierAparicio,Vanesa,Pol.Ind.GoitondoBekoaNaveN?4,48269,943208437,943208437,tromeja@telefonica.net,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
TroqueleriaIMM.,1,Sr.JoseRamonUrkiza,Vanesa,"Pol.Ind.Ugarte-Pab,FELICES.Ctra,ELJUNCAL",48510,944862381,944243416,tecnica@troqueleriaimm.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
TROQUEVI,1,Sr.RobertoArevaloLarrea,Vanesa,Pol.Ind.ElCampillo.Pab.25,48500,944935661,944613562,oftec@troquevi.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"TXIMI,Talleres,S.A.",1,Sr.AlainMedina,Ander,"Ctra.SanLorenzo,25",20870,943744335,943741043,alain@tximi.com,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,
"UGARTEBURU,S.A.",1,"EduardoUribe,MikelUribe,AngelUribe****",Vanesa,Pol.Ind.Goitondo,48269,943171192,943171512,eduardouribe@ugarteburu.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
UNIONTOOLEUROPES.A.,1,Sr.ManuelMagalhaes,Eder,AvenuedesChamps-Montants14A,2074,41327566634,41327566633,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"UROLA,S.Coop.",1,"Sr.EmilianoPeiroten,Borja",Ander,"UrolaKalea,s,n",20230,943737151,943730925,epeiroten@urola.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
Urretxu.S.L.L.,1,Sta.Lorena,Ander,"Ctra.Urretxu-Legazpia,Km.1",20700,943721494,943721000,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"UTINGAL,S.L.",1,Sr.Emilio,"Losada, Representaciones.",ParqueEmpresarialAreas2?Fase-Parcela63,36711,986607276,986607273,cdp@utingal.es,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"VILLAJIMTalleres,S.L.",1,"Sr.Jesus,Sta.Eva",Vanesa,"c,Zubibarri,9-Mod.BPab.-1",1013,945273271,945272688,jesus.villajim@euskalnet.net,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"WERHAHNPROVIDER,SCP",1,Sr.JoaquinSiles,Eder,"C,DeLasTorres,97-103Esc.10",8042,932762877,,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"XUBIENGRANAJES,S.L.",1,"Sr.Ugalde,Sr.Ekain,Andoni",Ander,"Pol.Ind.Umansoro,s,n",20720,943850074,943850358,aitor@xubi.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
"ZAHER,S.A.",1,"Sr.JesusM?,Sr.Inaki(Hta),Sr.Gorka(CNC)",Ander,Pol.Ind.Olaso.OlasopeKalea16,20870,943743616,943740515,jon@zaher.es,lorea@zaher.es,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",
ZORROTZLegazpiS.L.L.,1,"JokinMakibar,CarlosBenitez****,XabierRipa",Ander,"BarrioOlaberria,7",20230,943730975,943730950,jokin@zorrotz.com,carlos@zorrotz.com,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",
"ZUBACOR,S.L",1,"Sr.PatxiBeitia,LucioBeitia(padre)",Ander,IbaitarteKalea11Aptdo.50,20870,943742666,943740844,zubacor@zubacor.com,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
ZUBIOLAS.COOP.,1,Sta.LuciaCura,Ander,"BarrioLandeta,s,n",20730,943150026,943157056,,"Direcciondeentregadelamercancia:
CarrefourErandioS.A.(Mantenimiento)
LataondoBidean?2
48950-Erandio
Bizkaia",,,
